text,label
Movie semmaya irukku. Very raw and rugged,0
Ik baat smj ni i trailer ma bolte bhot hi kum ha,4
Rajini sir ku oru O podunge,0
Thala blood mattum like ah podu,2
Anils katheranengey ! Bayapederanegeloooo ? 🤔,1
Ennangada Viswasam Song ah Apdiye Copy pannirukinga.. but #trailor awesom,1
Movie vera level LA irukkum  nu nainaikira,0
Ippa enna panna porom... sweet sapada porom....,0
Sirappa iruku paarka thundugirathu ajith kaga...,0
VFX mokka Daww sollitu oru group suthittu irukkanunga,2
Thee mugam than  song semmaiya iruku soluravanga ellam oru like podunga  pa,0
Pura movie dikha diya trailer me. Ab kya dekhu?,0
Kaithi padam pathutu trailer pathavaga yar yar like pannuga,3
T H A L A P A T H Y,0
manju checheye kurahum koodi ulpettuthanam ayirunooo,4
Pink ki jaisi lag rhi h,4
Indha diwali tharamaana sambavam iruku,0
#1 trending!!  Sk fansku vera enna venum!!,0
1:27 Mr.vandu court la adikadi ipdi la kattha koodathu,1
I am thala fan da soodhaaa rajini mass mass doopa hair rs/6000,0
Plz mere channel ke 500 subscriber krvaa dooo....,2
Mokka yo mokka onnum Ella fulla rap,0
9700 likes in Bangalore parappana agrahara jail,3
"inimey vijay deepavali release patti ninaikave kudathu marana sambhavam waiting thalafans and suryafans therikka vidalaama,sure blockbuster for karthi",2
"Hindi dubbed full hd upload karo, sanghathamijhan",3
Innu 900 k likes kooda varalla  🤣 Ajith fans ellavanu mbunga Oomba readya irukuravanga comment below,2
Evlo crore la padam eduthalum 500 mb dhan pa,2
No. 1 trending laye Romba nal irundha likes adhigama varum so Pangalingala adichi thookalamaa ‍‍‍‍,1
19m views in just 4 hours,0
Thalaivar semmmmmmmmmma marana massssss  tt,0
Inga vijay fans than neraiya support pandrom nu haters ku like buttun adichi kaatunga pullaingalaaa ...,0
No 2 trading in Sri lanka,0
Na ennamo thala ku action sequence  a  varadhunu nenache ana kadaseila vandhuruch,0
Director bro 100% Batman veriyan pola mugamoodi maari irukkama iruntha seri aana intha padam kandippa hit category la varum,0
Innum Konjamdha iruku Views 7 million views reach aaga,0
Enna ithu  ammmmmmmmmaaaaaa  apa thalapathy 64 down ahhh omg save thalapathy 64,0
Nee va thala nee epidi vanthalum nan irukan unaki,0
Thalapathi fans sarpaga padam vetri pera valthukal thala fans....,0
Gethhh anna nee.... Lovv u vj stpthii,0
Dislikes Panna Vijay echa fans la kandippa indha cmnt ah paapinga,0
Yaaruda panni pandara pandeva laaam nadikka vachadu. Thalaiku munnal pande laaam thoosi,1
Trailer 10 million views kku mela varumnu solravanga like podu,0
That #BGM... Raja Raja தான் #u1,2
Avengers mari ella heroes kondu vandutingale pa...,0
Konjam othinkitu Oti pathunkitu varathu thalaivaru,3
Ilaiya super star Dhanush mass fli film..... Asuran coming an meratal in Tamil nadu....,0
May 1st kulla 18 Milion+ views varanum,0
Still Trailer pakkura Thala fans like,0
Ultimate Star AJITH KUMAR Vaazhga.. Thala Veriyan...,0
Innum 150 like than like podunga,2
"Tamil tamil nu  nalla sambathingada,nanga thanda aemali.modhala tamilpesura ponungaloda nadingada.",1
Padipa Mattum Namma kita irundhu eduthuka mudiyadhu  Village based verithanam,0
Nanba rangaraj pandey unnai velli thiraiyil kanpatharku aavalootu ĶHATHU irukkireen pls nanba    Neer konda paarvai,0
Thala ipdi neraya neraya neraya neraya dialogue sema,0
Pink ka remake lag rhi hain,0
Climax dialogue dedicated to thala fans,2
Aduthavanga Valarchiyum Vetriyum Ungalanala Thangaa Mudilana Kathariye Saavungadaa,1
Ennoda channlai subecribe panna maatingala kizha comment pannuga,1
Danush gethu ....stop sila mokkapadangal maaaar3eee,0
Vedio pakradhuku munnadiye oru like potuten.,0
Sema ragala.  Waiting for tharamana sambavam,1
Kadaisila pandey va ippadi pannitingalaey da paavigala,1
i love my thala Trailer vara lavel,0
Semaya iruku trailer  #thala,0
Super Hero #Sk .. I love Sivakarthikeyan,2
Movie vertri pera Thalapathy Rasigargal Saarbaga Vaalthukkal,0
Style ka baap Rajini jai Thalaiva,4
Lyca Mobile production la cell phone pathiya negatives ??,2
Ulitemate star Thala Ajith Kumar valga,0
Heavy massss..padam super vere level... RAJINISM,0
I see like video game effects,1
"Pongalu-ku oru sweet box parcel............. சிறப்பான, தரமான Trailer.....",0
Thalaivaaaaaa neegaa eapavum mass ...... SEMA style ....iam addicted .... watching again and again......fdfs kolaa mass agapokuthu......,0
Thala veriyanz only hit like,0
Oruthar mela viswasam katurathukaga mathavangala en asinga paduthuringa  Love you thala always,0
Unbelieving thaivaaaa... .. 1990 movie remember,0
Karnataka Dboss  FANS like ..jai thala,2
SK malayali katta fan from Remo,3
Petta vs Visuvasam  Irandu padamum Vetri vizha kondaada  Thalapathy Thampingalin vaalthukal,0
Vera level trailer athuvum rajini style Vera vera level🤘🤘,2
Thala etha padam  on,0
Sweet sapda porom  Thaaa Vera level yahhh  Sathiyama solren evanalum idha beat panna mudiyathu,0
"After saahooo teaser,,yar ellam inga vandhu irukinga",0
Manushan epadi nadikuraru paruu...paaaa......i feel .... mangatha bgm.....,0
"Dialogue'laan Over'a irukku, Kelattu payala, vayasaana kaalathla yaen da yenga uyira vaangura ??",1
Kaithi hit aaka Karthi annnavukku best wishes . Hit aakum . Hit aakanum,2
Last la vara andha dance step than ultimate,0
Idhu tamil padam mathiriye theriyala wow,2
"Trailer eh paakum pothu purithu, Thalapathy64 Semmaya irukkum pole",2
Vijay & rajni fans hit like here,3
Hitt like button  for. Hindi. Trailer #2.0#hinditrailer,4
Mass teasar thala vera level massss,0
Padam mugamoodi maathiri aagida koodathunu nu pray panuven,0
0:16 look like vijaysethupathi younger version,1
sirappana Tharamana sampavamThalaivar marana mass petta paraak,0
Rajanikanth sir fans like here...,0
Vijay Fan Ba But nan Dislike pannamatean  THALA is Back,0
Pesama title night show nu vachirukalam...,1
SUPERSTAR Rajini SEMA SPEED And ENERGY Seems Like A YOUNG HORSE,0
1m Views & 101k likes  #SK #Hero,0
500k views in 2 hours but how it is not trending,2
Marana katu katuvom Da....style ah .... super star..one and only,0
Like   If you think its look like Muhamoodi,0
Yuvan music therikkuthu.. Yuvan fans like pannunga..,0
i m vijay fan but thala yam masssss,0
Thalaivaaaa ....vera level ... shankar sir creativity semma .... thalaivar acting .vera level,0
Thalaivaaaaaaaa unna pakka dhan wait pannitu irundha... enna style yaa.. marana masss thalaiva..,0
Ennada hey ram bgm ah poturukeenga,1
Padipa matum evanayalum eduka mudiathu   powerful dialogue,0
"பவர்கட் இனி இல்லை!\r Sijlee energy solutions pvt ltd\r sijlee.com\r 044-48684268,9789082241\r Emi available\r Chennai",0
Pettta win pannum like pannunga  Viswasam pannunga CMT pannuga,0
Ennoda comment ku like podunga please,2
"37k AJITH FANS OR RAJINI HATERS ,NOT FOR TEASER",3
U1  mass bgm. Thala gethu.  U1 + thala = marana mass,0
Tq..... Karthik suppuraj thalaivar vera leval  Thalaivarkku oru like,0
kola veri la irundha Ne pudingiruviyo..poda Dai...un age ku yetha madhri nadi pa,1
I'm from Hyderabad I love RK,0
Bgm tralier unmaiaga super like pannunga,0
Opening la vara Andha stage dance aha partha yuvan song aha pinni eduthuruppar pola,0
Thala and  yuvan  veriyan on,0
Kou aissa hai jo hindi me trailer dekhne ke baad tamil telugu me dekh rha hai like here,4
1st like and 1st comment,0
Semma semma semma semma semma marana masss,2
I'm from kerala.. Naan ajith saarude big fan.. enakku tamilil romba pudicha actor ajith sir mattum.. Love youuuuuuuu,0
I don't like rajini...but trailer weightuu..,0
Karthike ivlo mass ah apa Vijay ku Telugu padam pola irukum polaye,3
Iam vijay fan bat tis movie is bolokbastar 100% AJITH kumar fans like,0
2.01 akshay kumar fans hit like.,1
Kaithi.. FDFS pakkanumnu ninaikkira fan's LIKE Podunga..,1
Must listen 1.56  purinjavan paruppu..,0
sara paisa kya chidiya pe kharch kardiya dissapointed on vfx,0
Thala + Yuvan = Vera level,0
pangaaligala intha vegama paththathu innum vegama like ah therika vidunka,0
kunnamkulam vfx at its peak,4
Gv music vera level  Dhanush aa ithu pakkave bayama irukku,0
Thalaivar fans enna achu ungalukku like pannunge namma thalaivarode trailer le.. 2 million likes..,3
Nala iruku. Naturel ah edukuromnu Vada Chennai mathiri bad words ilama irutha nala irukum.,0
Yammadiya ithuvum kola massa ya irruka,1
Mass thalaivaa Sk,0
Starting la Marvel bit and kadasila Batman bitu! 🤦‍,0
we love actor rajini not politician rajini,2
Tomorrow Fdfs yar yar poringaa ?,0
This is true... Semma mass vikram...... 🤙🤙🤙🤙,0
Nt interested juz to point out da fact so u juz enjoy,2
What a man chiyan 53 age Partha apdiye iruku any way waiting,1
I love u Rajini sir 🤩🤗,0
All Tamilians look like Africans lol,1
My chellakutty always mass  love u VSP,0
Innum ye trending la varla3.4 m views,0
Objection ur honour tavura vera dailogue ille pola,0
Paakuradhuku cartoon maadhiri iruku nu solravangallaa...indha padatha 3D la paathutu vaai paesunga,1
2:08 ivarukku vayasu 60+ ah illa 30+ ah???,2
"Semma ... Theatre la visulu parakka poguthu.. semma punch super chiyaan ... Mass overload,",0
Thaliva ni vera Laval... Love you anna,0
Karthi mama🤩🤗 Vera mariiiiii iruku cutz semma congrats team,3
Thala vera level nu nenaikaravaga.. like here 🤩🤩🤩🤩🤩,0
100-200 Jada le lo  Orr Hindi Mai dubbed krvaa Doo,4
AYYO EPADA PADAM PAKANUM POLA IRUKU,0
അണ്ണൻ ഉയിർ  Love from  kerala 🥰,4
Thala naraya naraya naraya narayaa .....I love you,0
Thalaivar nu ungala koopda naanga kuduthu vechirukanum :-),1
Being Rajinified..  luv from kerala,1
TOTAL 29.5 VIEWS 40 HOURS SUPER THALAIVAAA WORLD SUPER STAR   MASSSSSSS,0
Thalaivaaa one & only super star,0
Kotta ilatha ajith ali punda mavan,1
Thalaya alikanumnu silaroda mandhiram vazlu vazla Vidu Avaroda mandhiram,2
Ini Paarunga Two Weeks Munnadi Teaser Release Date Announce Paniruvanga Aparam Evanavathu Naanga Record Breake Panitomnu Varatum Avanukalluku Irukku,2
Pink movie remake. ajith sir pls dont do remake  movies,0
Kadasi dialogue super thala ...... Thalapathy veriyan,0
18k dislike pple hang yourself Teaser is mind blowing 80s Rajini sir is back,0
Vera level bgm   Vera level sk anna,2
Thalaaaaaaaa....... . .   ........nthala........,0
ethula kuda hair dye adikkama nadichi..savadikrarea..,1
sema thala waiting eh veri aguthu,0
Ner konda paarvai Trailer Vera level Thala da,0
"Aiyayo ithu Nalla iruke,. Thalaivar semmmma",0
Super vera level Dhanush anna mass,0
I'm from Karnataka I love thala,0
"Saaho, kadaram kondan..ghibran marching to next level..",0
Padam paakanum nu Oru interesting scene kuda ila,0
Thalaiva therika vidudinga ah.. ipove  mov ah pakkanum pola iruke,0
Dislike pannava eva  da maavne kola kandula irukka kolamma vidamatten,1
Salami fans ku oru  ooooo podu,0
Teaser ah vidama trailer ah vittutaga🤩🤩🤩🤩🤩,0
Rajini - karthick subbu wow k wow,0
Thaadi konjam athigama irukhura maathiri irukhu... Korachi iruntha innum nalla irunthu irukhum....,2
Always thala mass than!!  trailer massnu nenaikiravaga like it!!,0
Mass Sethu  Anna Telugu release plz,3
yaarupa adhu kadasila bijili ramesh madri,1
Avalavo rajini padam trailer pathathea ila verithamana eruku......,1
thanus anna semma mass i m str veryan,0
Maarana Maass Petta thalaivaa thalaivaa thalaivaa...,0
New year la trailer pathavaga la oru like poduga,3
"ji ok dha yellame,but bigil kuda venama irundhuchi, Na unga padam yellame pathrukke,but thalapathyn varappa,yevena irundhalu vittu kuduka maato Vazhtukal nanba",3
WAITING FOR MOVIE     SUPER STAR RAJINI SIR MAAS,0
Suriya Anna fans support Thalaiku Eppovom irukum  love you Thala,0
"yappa dai Vfx super but logic a illa,",2
Thalivaa eppadi ippadi masss kammika mudiyuthu,0
Saavratha irunthaalum Sanda potu saavanum sir....  Bayanthu kaal la vilunthu saaga koodathu...,2
Always Sk anna nale massuu kuda arjun sir vera aprm padam hit on hitu,0
Thala always thala. King Maker,0
IT WILLBE MORE INTERESTING WATCH IN 4D,2
Dai yn da views ah viduringa pathute irugada,3
VJS & super star fans like it,0
Teaser ku sponsor. Romba overaa panringa pa,1
You kne tunggu lebih lama lagi utk tahu saya... awesome vikram sir..,4
100% blockbuster... Thalaivar fan from kerala,0
thala solla varthai Ella semma mass trailer,0
Intha Padam block buster agumnu solravanga like pannunga,0
Andhra Mahesh babu fan and rajini fan superstars,3
Thala60 new look leak -,0
Idhu enna da Batman Ku vanda sodhana,0
2 second la like pottavangalaam yaaru?!,0
antha police lu bobby simaa va potrukalam semaiya iruparu,0
Muthipona munji yellam ithapaathu thirunthugada,1
Dislike pottavanga mela sema gandula iruken  mavane kollama vida maten..,0
Sir trailer realesa epa padam release october 6 ah illa 4 ah,0
kadesi dialog yella rasiganuku thaan    thiruthunga da,0
Enna pa thalaivar rock pa..thalaiva super pa......,0
Semma vera level Chiyaan anna than mass,0
Nee velaiyadunathu yanta illa yaman ta  theeriiii,0
Ellam Avan seyal ladies version,0
Adha 38k dislike thayolinga kedacha nalla irukum,1
My god wowwqwwqw what a man rajini sir,1
Looking handsome and rocking Superstar,0
Kasta pattu edutha padatha sariya  poganumana entha promotion pathathu ennum nalla promotion pannunga...,0
Love love u thala.. Oruthavga vachu visavathuka ye aduthavagala asiga paduthuriga.. Sema dialogue,0
Viswasam kaatturadhukkaaga nu thala fans'a dhan soldraaru avar.,0
thala fans ennada Seireenga trailer vanthu  3naal aachu innum 10M varalla...,2
Verithana ma irrukku pa trailer pakkum pothey,0
collegla erundhu pakarvangum matum enga like panunga marana maas petta.....,0
1M likes varuthuku ithula ena da iruku?,1
thalivar sema youth.... 80 vayasulayum ipdi irupar pola....,2
Semma 60 thandunalum alagum stylelum marala semma thalaiva  inum neraya padam pananum all the best I am waitting,2
Samma samma ani bgm + thalavar walk superb combo,0
BIGGEST DEADLY HARDCORE DIE-HARD FAN OF THALA AJITH KUMAR FROM ENGLAND󠁧󠁢󠁥󠁮󠁧󠁿,0
Vaa Thalaivaaaaa Neethan Thalaiva Inga kingu,0
ek dum dhakad akshay kumar sir look rajnikant sir,0
Love from Vijay devarkonda fans &hirthik Roshan fans,2
Nice nice nice nice nice nice,0
sweet sapada poram dialogue semaiya eruku,0
Dei neenga innum 1m like adikkalaya....adengappa....ha ha,0
Thalapathy 64  than niyabagam varuthu,0
Ultimate star ajithkumar nu summa va solranga,0
Vaa thalaiva..ENPT ku serthu idhula bangam pandrom..! !,0
🤩🧡 hit  rangini-vijay sethupathi fans,0
Chiyaan ku all the best..but trailor semma mokkkaa..,0
You kena tunggu lebih lama lagi untuk tahu saya... Damn that's superbbbb,4
like podutu video pathavanga like  poduga,0
Dis Like Pannevee Amma Thevoodiyaa so Ethanaa Thevodiyaa Erukkunu Parugaa,1
Suyamava?!  Aprm enna mayruku krish mask copy adichu vachuruka!,1
Full views sollunga eppo update pannuvinga,0
"Thala nee vaa thala , padam inimey yengaluthu",0
Love u thalivaa Telugu lo kavaali saami,4
Logesh kanagaraj masss thalapathy 64 ku waiting g,0
"Vera level,I like it so much",0
"Thalaivar than Pongal ku marana mass kattaporaru,",0
Otha marana mass da version 2.0,0
"Full 100% rajnisim, total Marana mass",0
Ne yaruda komalai fans hit like @1:42,3
Isai puyaal vl hit yo bang... Hope safe yo eardrums,2
Dhanush annanuiku national award ready pannuinka,0
Ajith fans a iruntha like pannunga,0
pakathane pora Intha kaliyoda attatha 🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘,0
This movie plot look like a CONAIR,3
Sema sk anna and arjun sir,0
"Batman,superman,spiderman ivanga varisaila mugamoodi?  Sk anna- thambi ponga thambi poi oorukula yengala pathi kelunga thambi",0
NERKONDA PAARVAI Fan Made Anthem,0
Indha pongal sema treat iruku pola sema maassss,0
Viswasam bgm + NKP bgm = ASURAN Bgm trailer,1
Payagarama irku semma vera level Dhanush Anna Acting look,0
Massssssssss Movieeeeeee...Waiting to see in big screen,0
Dislike pannave ratham kakkidha da savinga🤣,1
thalaivaaa unga nadippukku ellaye illai insha Allah next CM of India,2
Background music padatha innum thooki niruthuthu teejay act panni erukkarupa,0
Veraa level trailer! Awesome visuals  mass,2
thalaivar movi eppa vantha mathiry erukku trailer look seems mass mRNA mass God bless you,0
Tamil nattula intha getup la nadikka evanukkuda thillu irukku     ellam ota up uh,0
Suyama yosikkiravan super hero va appuram yenda krish kick 2 velayutuam ithalam kalanthu adicha maathiri irukku,0
Kola kandle irukke padathe pakkame irukka mudiyathu. Trailor superrr,0
Who want petta dubbed in kannada ????,3
hindi version dekho ye h link,0
158 comment Super starr Fans like pannuga,0
Pogeda.. nigalum unge padaum.. trailer pathitu movieku ponen paru.. enne sollanum..,1
Ethu ellam oruu trailar ah thu naiya,1
Ithua Namma Annanukku Therija Varutha Paduvaru Namma Annavukku Eppavume Nalla Per Vaangi Tharanum So Please Stop Negative Tag,0
I think THALA. line maari poittu irukaaru paavam,1
Dhanush aa vera lvl rowdy yakiduvaru pola ivaru,0
"Inga “sumanth r” nu  oru thevidiya paiyan irupan , Namma Ellar poolayum oombarathuku .antha pottamaariya vidathinga Thala bloods",1
Thalaivaaa vaa thalaiva. Enna look enna mass omg marana mass panna poringanu nenaikira thalaiva.I am waiting,0
Padama ipdi irukanum No heroine No dance  No girl Verithanam,2
Setha thayriyuma savunum kal vilunthu savei kudathu.. Seme,0
Hindi serial mari iruku,0
En sun tv innum trending la teaser vara mattikinthu yyyy????,2
Trailler pidikkadhavangalaam  like pannunga    expect panna alavukku trailer illa oknna like pannunga....,0
Dei yenda inu trending la varala. Evan pakra velada ithu,1
"Director mela sema kandu la  eruken,yanga vijaysethupathi Anna down level la kamichirukiga dai",1
Tha looking is Tha English man,0
vidathu  karuppu   chetan   erukapla...,1
Thala superb ........ antha pandey paya irukan padam yepdi hit akutho........,2
Story la attraction kammi ah irukuramathiri irukeaaa,1
Ennappa comedya irukudhu   Very funny........,2
Thalaaaaa eppavumee veraaa levelll  aduchukkaaa aale ilaaaa,0
#2 trending 1st varanumn like pannunga,0
verithanam thalaivaaaa entha varudamum namba thaaaaa,0
Still trending no 1 semma Thala Mass,0
Oru all mala katra viswasathukaga mathavangala asinga paduthuringga,0
viyay  na vethu  pullinga Ajith  na  gethu  pullinga,2
Thala Yoda ovevoru dialogue delivery um sema mass vera level Goosebumps overloaded,0
Thala vera vera vera level,0
karthik subbarajda padamnale mokkayathan ikkum papum rajinikkaha speciala ethachi irukkanu,1
Padippa mattum namma kitterndhu edukkuvey mudiyathu....,0
Tharamana sambavam kaathutu irrukku diwali ku... Bigil vs kaithi,1
Mokkaa graphics idhukaa da evlo nall waitinguu,1
Entha pundamavanuvo intha maathiri trailer ku dislike panranuvonu therla payangara vayiru erichala nu nenaiken 🤣🤣🤔🤔,1
Lighta adanga maaru bgm maathiri theriyuthu,0
Ennada ithu pakka pakka pathuttey irukkanmnu thonutu,0
I love Akshay Sir ji... Rajani sir,0
Samaj nahi aaya kya bol Rahe hai,4
"Trailer ippadi irukanum, Bigil m iruka samiii parka mudiyala",0
Thala mass U1 lost bgm semma,0
Epadiyum oru 50thu vatti pathu iruken innum athey 1st time pakkura energy  mariya iruku thalaivar swags.....,0
400 cros but cg innum nala pannirukanum. Mathabadi k,1
Apdilam nadakathu.....nadaka koodathu ayyoooooooo thala vera level can't wait seekram release pannunga pa,1
Rajini in cinema= maasu maranam Rajini in politics= thamasu tharanum,2
Pakka masss sa irruku pathu kettan irrukan Na. Thalapathi tesar mattum tha papen frist time pathan petta marana massss,0
Pakkathana pore intha Kali oda aadathaaa,1
Yaarellam 200 thadavaiku mela paatheenga...  Infinite counts...,3
I'm Vijay anna fan but I'm also follow Ajith bro rules...  ஒருத்தர் மேல விசுவாசம் kaatarathukaga innorutharaa yen avamana paduthuringara...,2
Madmaxfury matri iruku... But nice one,2
Dislike potavan la ratham kakki savan,1
idhala nanga bhairavaaa layae pannitto da dai pongada,1
Slang was well spoken perfect kolam potutu iruntha payalukagaluku epdi ivlo thairiyama????,0
Ajith vandar yellarum side ki ponga ...back with a bang.....u1,0
Namaku thevayaanadha namma thaan adichu vaanganum,0
Rajini mass my age18 rajini fan,0
Hit like if ur missing SANA,0
August 10 yarellam thala ku waiting.... hit like....,0
Semma trailer Hollywood movie trailer pakara mari ruku,1
1:08 Padippa Mattum Namma kitta irunthu Eduthukka Mudiyathu,0
1 M Likes varanum share maximum,0
Ama Inga enga Kamal Hassan ah kanom,0
0.49 bgm vera level yuvan  thala & u1 combo,0
Hmm come on guys let make it 1million+ likes,3
Konjam overa thaan poromo Povum enanaa paniduvanga,0
Trailer sweet main picture ku karumpu taste than thalaiva... Yaarelam thalaivar film wait... Like podunga,0
Sir petta ka hindi terler kab aye ka ? ;-),4
Konja naala thamilla sema hit padama varuthu.. Waiting thlaiva... Irumpu thirai Imaikka nodikal Ratsasan Uturn Merkuthodarsimalai 96 Pariyerum perumal Next thalaivar 2.O,0
Bigil hit o illayo but kaidhi payangara hit but atlee vitra maattaan. Avan trailer varla,0
Yenna ba ithu Sakthiman graphics mari iruku,0
Karela vikram fance like butten powlikda,0
8 second la 1.3 million views,0
Hollywood movie trailer madiri irukku semma,0
Vayasanalum un alagum stylum unna vittu pogala ....intha dialogue than yabagam varuthu trailer pakkumpothu,0
Marana mass dialogue... Last one,0
Padam blockbuster nu soldravanga oru like,2
Enada ithu sema mass ah iruku,0
marana masskku massa gettha nama thalaivaru  massa  ierukku mudiyathu marana na  style,0
Enada ithu views 58k likes 98k ppidrukku... lokesh rocks,1
I am Thalapathi fan  Ana thala mass,0
Jan 2 paaka vandha like potu ponga,3
Trailer ah vida Teaser dhan super. Lik if u agree,0
Sir next film also seme mokke,1
Chitti....... Welcome  to   kerala,0
Sankar ... Sankar ... Than ... Evanum adichukka mudiyathu,0
Idha pathutu road la students kathi vaichi kitu sanda poduvanunga 🤦,1
"See after viswasam trailer anyone like..,.....,..",0
Pakathane pora indha Kaali oda aatatha vera level dialogue thalaiva,0
Verithanam naa epdii erukanum nu ninikarevangaa mattum hit likee,0
"naar konda porvai! Ithenna, naarai ottikkondu pentha pentha vizhiththaal pothuma?",2
FIRST DAY FIRST SHOW (FDFS)  ANYONE?,0
Hollywood in Kollywood.. Thank you Shankar Sir!!!,2
Tamil nhi samjh aayi but Akshay tere liye kuch bhi....,4
"MERSAL , PETTA , SARKAR , VISWASAM ipadi ellam movie RECORD KANDIPA BREAK PANNUM",0
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,0
Ajth sar mass vasanam Ner konda baarvai mass,0
Rajni Sir means MAHA blockbuster,0
Bgm score avlo serappa illa sam dei yeppa pathalum bgm gura perla kathitae iruka,2
Levelu levelu levelu veraaaaaaaa veraaaaaa veraaaa levelu thalaivaaaa waiting for ur tharisanam   By die hard thalapathy fan,2
Silaiyai udaikalam sinthanayaium sithanthayum azhika mudiyathu power full dialogue,0
Thala na mass uh...thala fans like podu,2
Nejamavae sema trailer..... Dhanush--vetrimaaran....... Kalaiyum kaviyum vivasayathin paguthi  puthumai padappu... Asuran....,0
Oru scene thalaivar yarai u adikla,3
Yarelam dislike paninglo avangellam........ Onnum illa reason mtm slitu pongada naingla,1
Super star....super star dhan Yaa Thalaivaaaaaa,0
Diwali Karthi : kaithi Maran Maas  Bigil  : ? Comment,3
Series ah solreh thalaiver sema smart ah irukkaru,0
Movie vere levela irukke porethu confirm,0
Todaycininews youtube channela marakama subscribe pannirunka,0
Thala na lae Mass than daaa,0
Ithayellam epdi da dislike panna manasu varuthu ungalukku,0
Verithanam Thalaivalove u thalaiva vera level thalaiva,0
#3on Trending make it no 1again,0
kola gandu le irukken..kollama vidamaten semma...,0
suttu pottalum soori ku comedy varaadhu pola,1
Iam Telangana but i love tamil movie s,0
Thala padam eppo varum eppo varum nu verithanama wait pandravanga like pannunga!!!,0
Kadaram kondan trailer vera level kk movie Mariana waiting,1
Thalaivaa  tharama iruku vera level 🤗,2
Super bro rajinikanth rajinikanth rajinikanth rajinikanth,0
Irumugan maathiri feel aachu solluravan like poodu,0
Naangalum....kola gaandula dhaan ....nee appidiye.... cinema layae irundhu...du..... Loosumadhri arasiyaluku vandha....mavane ...thookipottu midhichuduvom....,1
ithu enda innom 1m likes vangala!!!,0
Bigil first song 600k like Nkp treaser 800k like than hehehe,0
Karthi annna vera level-uhhh,1
Paruda...ivaru lawyerlayaei rowdy lawyera irupar pola,2
R A J A Y U V A N,0
Shanker fans hit like,0
Anti telugu lo movies ravaaa  Telugu lo Kudaa dubbed chayadhiiii  🥳🥳🥳🥳🥳🥳🥳🥳🥳   🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓🤓   🥳🥳🥳🥳🥳🥳  🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺  Plzzz,4
Ultimate star ajith kumar THALA DA,0
Ayyo thailava enna thailava ethu mm epdi ?,1
Video pakkama like potavanga...vanthu attendence pottu ponga,2
Goosebumps dhanush Anna dailauge vazhthukkal thalaivaa,0
"Sila thala fans ku thalaye solli irukaru, semma.hatss of thala luv uuuuuuuuuuuu",0
Rangaraj Pandey ethuku intha padathuku vandharu nu ippa pathi therinchuduchu,0
Madura petta going to be viral.......,0
Enakku idhula onnume purila. Enna maari irukuravanga. Or like podunga,1
Sk U1 Fans like hit,3
Within in 58mins 303K+ likes wow,0
Vijay Sethupathi is Back nu Soldravanga Vandhu Kila Kuthunga... Likela,1
kuch samjh nai aaya pr acha laga,4
#thala teaser la ye therikka vitrukapla,0
Padam pathutu trailer pakravanga like panunga...,0
As a neutral fan.. Petta trailer rocks,0
Appadiyellam Nadakathu......Nadakavum koodathu. Yuvan hatsoff bro. Mass BGM for thala by U1.,0
"Aama yedhuk dislike pannirukanga nallathanaya iruk, oruvela poraamaya irukumo",2
Akshay kumar! Siva kumar kitta pesuriya... Manda battharam,0
தல - veru  enna vendum,0
Ippa 10.4 LA iruku andha 10.5 mathi vitu polama thala bloods,0
What a combo rajni sir + vjs + nawaz,1
Ipdi unmayila nadantha Arrange marriages love marriagesa vida athikarikum Yaarukachum ithu purincha like pannunga,1
Trending no 1 Since 2days in sri lanka,0
Trailer oda teaser pudichavanga like podungaa,0
caller tune la kola gaandla irukkaen mavana kollaama vidamaattaennu dialogue vechaa phone panravan reaction eppadi irukkum,2
Vetri + Dhanush + G.V.P + Velraj = Successsssssssssssssssssssss,0
Yaru la IPo trailer ah pakuringa.....like potu ponga,0
Rajani fans  hit like here,0
Please release petta parak video song,3
Classic trailer....  But enaku muttum taa ellam avan seyal movie matri theriyutha 🤔🤔,2
Kola gandu le irruken mavane kollama vida maaten - Kaali message to all,1
Ena ba release agi one day Achu inum trending la varala,1
karthik supuraj en sunniku samam da thalaiku mela mayeru thanda iukku athu than sotta rajini,1
wah Bhaii Wahhh Akshay Sir,4
Vere level  last scene pwolli,0
"Engayo kadasila ketta maathirikke music ending,  Ohh Sherlock holmes  saaa",0
Namala asinga paduthanumnu ninaikuravanga kitta revenge yedukurada Vida avanga munnadi nalla vazlndhu kaaturadhu dha biggest revenge Nice movie nice concept,0
Kola gaandula irukken .... Semma dialog .... Petta adhurudhu,0
u kene tunggu lebih lame lagi,4
Yuvan Anna fans hit like  here,0
Enna da nkp theme music ah 0:42 pottu irukinga??!!!,1
Kali oda aatadha paakaporavanga  Like here,0
Supprrre Ajit sir hamko pata hai  aap apni acting se Amitabh bachchan ki gand fad Doge,4
Last linea... Keattavathu thirunthungada rendu fansum {vj v/s thala},2
Hindi Main Dubbed hogi kya ??,4
